Unix TimeStamp,Logical Time,Duration,State,Buffer Level,Current Playback Time,Available Playback Time,Quality Index,Resolution,Bitrate
1585656747,282,634.566,PLAYBACK_PLAYING,3.991,264.053317,268.044317,4,640 X 360,1254758
1585656748,283,634.566,PLAYBACK_PLAYING,2.991,265.053393,268.044393,4,640 X 360,1254758
1585656749,284,634.566,PLAYBACK_PLAYING,1.991,266.053475,268.044475,4,640 X 360,1254758
1585656750,285,634.566,PLAYBACK_PLAYING,4.99,267.053641,272.04364100000004,4,640 X 360,1254758
1585656751,286,634.566,PLAYBACK_PLAYING,3.99,268.053379,272.043379,4,640 X 360,1254758
1585656752,287,634.566,PLAYBACK_PLAYING,2.991,269.053658,272.04465799999997,4,640 X 360,1254758
1585656753,288,634.566,PLAYBACK_PLAYING,1.99,270.053475,272.043475,4,640 X 360,1254758
1585656754,289,634.566,PLAYBACK_PLAYING,4.991,271.053971,276.044971,9,3840 X 2160,14931538
1585656755,290,634.566,PLAYBACK_PLAYING,3.991,272.057021,276.048021,9,3840 X 2160,14931538
1585656756,291,634.566,PLAYBACK_PLAYING,2.991,273.053566,276.044566,9,3840 X 2160,14931538
1585656757,292,634.566,PLAYBACK_PLAYING,1.991,274.053349,276.044349,5,768 X 432,1883700
1585656758,293,634.566,PLAYBACK_PLAYING,0.991,275.053558,276.044558,5,768 X 432,1883700
1585656759,294,634.566,PLAYBACK_WAITING,0.489,275.510648,275.999648,5,768 X 432,1883700
1585656760,295,634.566,PLAYBACK_WAITING,0.489,275.510648,275.999648,5,768 X 432,1883700
1585656761,296,634.566,PLAYBACK_WAITING,0.489,275.510648,275.999648,5,768 X 432,1883700
1585656762,297,634.566,PLAYBACK_PLAYING,3.893,276.150923,280.04392299999995,7,1280 X 720,4952892
1585656763,298,634.566,PLAYBACK_PLAYING,2.893,277.151237,280.04423699999995,7,1280 X 720,4952892
1585656764,299,634.566,PLAYBACK_PLAYING,1.893,278.151199,280.044199,7,1280 X 720,4952892
1585656765,300,634.566,PLAYBACK_PLAYING,0.893,279.150788,280.04378799999995,5,768 X 432,1883700
1585656766,301,634.566,PLAYBACK_WAITING,0.392,279.608454,280.000454,5,768 X 432,1883700
1585656767,302,634.566,PLAYBACK_WAITING,0.392,279.608454,280.000454,5,768 X 432,1883700
1585656768,303,634.566,PLAYBACK_WAITING,0.392,279.608454,280.000454,5,768 X 432,1883700
1585656769,304,634.566,PLAYBACK_PLAYING,4.277,279.727497,284.004497,5,768 X 432,1883700
1585656770,305,634.566,PLAYBACK_PLAYING,3.331,280.71331,284.04431,5,768 X 432,1883700
1585656771,306,634.566,PLAYBACK_PLAYING,2.33,281.71418,284.04418,5,768 X 432,1883700
1585656772,307,634.566,PLAYBACK_PLAYING,1.33,282.714203,284.044203,5,768 X 432,1883700
1585656773,308,634.566,PLAYBACK_WAITING,0.33,283.670909,284.000909,5,768 X 432,1883700
1585656774,309,634.566,PLAYBACK_PLAYING,3.493,284.551912,288.044912,5,768 X 432,1883700
1585656775,310,634.566,PLAYBACK_PLAYING,2.493,285.551753,288.044753,5,768 X 432,1883700
1585656776,311,634.566,PLAYBACK_PLAYING,1.492,286.551834,288.043834,5,768 X 432,1883700
1585656777,312,634.566,PLAYBACK_WAITING,0.493,287.508286,288.001286,5,768 X 432,1883700
1585656778,313,634.566,PLAYBACK_PLAYING,4.213,287.832481,292.045481,1,320 X 180,507246
1585656779,314,634.566,PLAYBACK_PAUSED,3.374,288.625523,291.999523,1,320 X 180,507246
1585656780,315,634.566,PLAYBACK_PAUSED,4.153,288.625523,292.778523,3,640 X 360,1013310
