Unix TimeStamp,Logical Time,Duration,State,Buffer Level,Current Playback Time,Available Playback Time,Average Throughput,Quality Index,Resolution,Bitrate
1585658381,1,634.566,PLAYBACK_PLAYING,3.607,0.428536,4.0355360000000005,674323,9,3840 X 2160,14931538
1585658382,2,634.566,PLAYBACK_PLAYING,2.609,1.426589,4.035589,674323,9,3840 X 2160,14931538
1585658383,3,634.566,PLAYBACK_PLAYING,1.61,2.427031,4.037031,674323,9,3840 X 2160,14931538
1585658384,4,634.566,PLAYBACK_PLAYING,0.61,3.427141,4.037141,674323,9,3840 X 2160,14931538
1585658385,5,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658386,6,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658387,7,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658388,8,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658389,9,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658390,10,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658391,11,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658392,12,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658393,13,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658394,14,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658395,15,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658396,16,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658397,17,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658398,18,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658399,19,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658400,20,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658401,21,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658402,22,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658403,23,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658404,24,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658405,25,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658406,26,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658407,27,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658408,28,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658409,29,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658410,30,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658411,31,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658412,32,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658413,33,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658414,34,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658415,35,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658416,36,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658417,37,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658418,38,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658419,39,634.566,PLAYBACK_WAITING,0.358,3.642265,4.000265,674323,9,3840 X 2160,14931538
1585658420,40,634.566,PLAYBACK_PLAYING,3.74,4.296193,8.036193,1524,1,320 X 180,507246
1585658421,41,634.566,PLAYBACK_PLAYING,6.738,5.296324,12.034324000000002,1589,3,640 X 360,1013310
1585658422,42,634.566,PLAYBACK_PLAYING,5.74,6.296166,12.036166000000001,1589,3,640 X 360,1013310
1585658423,43,634.566,PLAYBACK_PLAYING,4.74,7.296741,12.036741,1589,3,640 X 360,1013310
1585658424,44,634.566,PLAYBACK_PLAYING,7.74,8.296076,16.036076,1664.3333333333333,3,640 X 360,1013310
1585658425,45,634.566,PLAYBACK_PLAYING,6.74,9.295448,16.035448000000002,1664.3333333333333,3,640 X 360,1013310
1585658426,46,634.566,PLAYBACK_PLAYING,5.74,10.296725,16.036725,1664.3333333333333,3,640 X 360,1013310
1585658427,47,634.566,PLAYBACK_PLAYING,8.74,11.296727,20.036727,1696.25,3,640 X 360,1013310
1585658428,48,634.566,PLAYBACK_PLAYING,7.74,12.296766,20.036766,1696.25,3,640 X 360,1013310
1585658429,49,634.566,PLAYBACK_PLAYING,10.739,13.298023,24.037023,1788.75,4,640 X 360,1254758
1585658430,50,634.566,PLAYBACK_PLAYING,9.74,14.296231,24.036231,1788.75,4,640 X 360,1254758
1585658431,51,634.566,PLAYBACK_PLAYING,8.74,15.296193,24.036193,1788.75,4,640 X 360,1254758
1585658432,52,634.566,PLAYBACK_PLAYING,7.74,16.296551,24.036551000000003,1788.75,4,640 X 360,1254758
1585658433,53,634.566,PLAYBACK_PLAYING,10.74,17.296582,28.036582000000003,1803.75,3,640 X 360,1013310
1585658434,54,634.566,PLAYBACK_PLAYING,9.74,18.296399,28.036399000000003,1803.75,3,640 X 360,1013310
1585658435,55,634.566,PLAYBACK_PLAYING,8.815,19.308316,28.123316000000003,1795.25,3,640 X 360,1013310
1585658436,56,634.566,PLAYBACK_PLAYING,11.738,20.296744,32.034744,1795.25,3,640 X 360,1013310
1585658437,57,634.566,PLAYBACK_PLAYING,10.74,21.296245,32.036245,1795.25,3,640 X 360,1013310
1585658438,58,634.566,PLAYBACK_PLAYING,9.74,22.296562,32.036562,1795.25,3,640 X 360,1013310
1585658439,59,634.566,PLAYBACK_PLAYING,8.825,23.296885,32.121885,1797.25,3,640 X 360,1013310
1585658440,60,634.566,PLAYBACK_PLAYING,11.74,24.297562,36.037562,1797.25,3,640 X 360,1013310
1585658441,61,634.566,PLAYBACK_PLAYING,10.74,25.296855,36.036855,1797.25,3,640 X 360,1013310
1585658442,62,634.566,PLAYBACK_PLAYING,9.74,26.296921,36.036921,1797.25,3,640 X 360,1013310
1585658443,63,634.566,PLAYBACK_PLAYING,12.739,27.296395,40.035395,1775.5,3,640 X 360,1013310
1585658444,64,634.566,PLAYBACK_PLAYING,11.741,28.296277,40.037277,1775.5,3,640 X 360,1013310
1585658445,65,634.566,PLAYBACK_PLAYING,10.74,29.297067,40.037067,1775.5,3,640 X 360,1013310
1585658446,66,634.566,PLAYBACK_PLAYING,9.74,30.296844,40.036844,1775.5,3,640 X 360,1013310
1585658447,67,634.566,PLAYBACK_PLAYING,12.74,31.296512,44.036512,1805.5,3,640 X 360,1013310
1585658448,68,634.566,PLAYBACK_PLAYING,11.74,32.297062,44.037062,1805.5,3,640 X 360,1013310
1585658449,69,634.566,PLAYBACK_PLAYING,10.74,33.29628,44.036280000000005,1805.5,3,640 X 360,1013310
1585658450,70,634.566,PLAYBACK_PLAYING,9.741,34.295835,44.036834999999996,1805.5,3,640 X 360,1013310
